StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,type,votes,Total Formal Primary Votes,Total Primary Votes,VotesPcTotal,VotesPcFormalTotal,VotesPc
,,Banks,,,,,,,Total,,OrdinaryVotes,80970,75278,80970,1.0,1.0756130609208534,1.0756130609208534
,,Banks,,,,,,,Total Formal,,OrdinaryVotes,75278,75278,80970,0.9297023588983574,1.0,1.0
NSW,103.0,Banks,36265.0,MOMIRCEVSKI,Marika,3.0,N,N,UAPP,United Australia Party,OrdinaryVotes,4325,75278,80970,0.053414845004322586,0.05745370493371237,0.05745370493371237
NSW,103.0,Banks,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,5692,75278,80970,0.07029764110164258,0.07561306092085338,0.07029764110164258
SA,180.0,Barker,36977.0,BRAES,Mark,8.0,N,N,ALP,Australian Labor Party,OrdinaryVotes,18251,87501,94543,0.19304443480744213,0.20858047336601868,0.20858047336601868
SA,180.0,Barker,37711.0,HANTON,Kym,9.0,N,N,CYA,Australian Federation Party,OrdinaryVotes,635,87501,94543,0.006716520525052093,0.007257059919315208,0.007257059919315208
SA,180.0,Barker,36466.0,HILLAM,Rosa,5.0,N,N,GRN,The Greens,OrdinaryVotes,6461,87501,94543,0.06833927419269539,0.07383915612393001,0.07383915612393001
SA,180.0,Barker,37822.0,PANNELL,Vince,3.0,N,N,IND,Independent,OrdinaryVotes,1611,87501,94543,0.017039865458045544,0.01841121815750677,0.01841121815750677
SA,180.0,Barker,37830.0,FRY,Maddy,4.0,N,N,IND,Independent,OrdinaryVotes,2718,87501,94543,0.028748823286758405,0.031062502142832654,0.031062502142832654
SA,180.0,Barker,37083.0,PASIN,Tony,6.0,Y,Y,LP,Liberal,OrdinaryVotes,46334,87501,94543,0.49008387717758056,0.529525376852836,0.529525376852836
SA,180.0,Barker,37705.0,PIETZSCH,Jonathan,1.0,N,N,NP,National Party,OrdinaryVotes,2069,87501,94543,0.02188422199422485,0.023645444052067977,0.023645444052067977
SA,180.0,Barker,36904.0,QUAREMBA,Carlos,2.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,5751,87501,94543,0.06082946384184974,0.06572496314327836,0.06572496314327836
,,Barker,,,,,,,Total,,OrdinaryVotes,94543,87501,94543,1.0,1.080479080239083,1.080479080239083
,,Barker,,,,,,,Total Formal,,OrdinaryVotes,87501,87501,94543,0.9255153739568239,1.0,1.0
SA,180.0,Barker,36103.0,SWIGGS,David,7.0,N,N,UAPP,United Australia Party,OrdinaryVotes,3671,87501,94543,0.03882889267317517,0.04195380624221438,0.04195380624221438
SA,180.0,Barker,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,7042,87501,94543,0.07448462604317613,0.08047908023908298,0.07448462604317613
NSW,104.0,Barton,36820.0,BURNEY,Linda,1.0,Y,Y,ALP,Labor,OrdinaryVotes,38562,75628,82210,0.46906702347646273,0.5098905167398318,0.5098905167398318
NSW,104.0,Barton,36332.0,VANDIJK,Taylor,3.0,N,N,GRN,The Greens,OrdinaryVotes,9072,75628,82210,0.11035153874224547,0.11995557201036654,0.11995557201036654
NSW,104.0,Barton,37017.0,GOODY,John,4.0,N,N,LP,Liberal,OrdinaryVotes,19588,75628,82210,0.23826785062644448,0.2590046014703549,0.2590046014703549
NSW,104.0,Barton,37503.0,POLLARD,Phillip,5.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,3673,75628,82210,0.04467826298503832,0.04856666842968213,0.04856666842968213
,,Barton,,,,,,,Total,,OrdinaryVotes,82210,75628,82210,1.0,1.087031258264135,1.087031258264135
,,Barton,,,,,,,Total Formal,,OrdinaryVotes,75628,75628,82210,0.9199367473543365,1.0,1.0
NSW,104.0,Barton,36276.0,HONOS,Dimitri,2.0,N,N,UAPP,United Australia Party,OrdinaryVotes,4733,75628,82210,0.05757207152414548,0.06258264134976464,0.06258264134976464
NSW,104.0,Barton,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,6582,75628,82210,0.08006325264566354,0.08703125826413498,0.08006325264566354
TAS,192.0,Bass,36814.0,BAKER,Alison,5.0,N,N,AJP,Animal Justice Party,OrdinaryVotes,739,54583,58408,0.01265237638679633,0.013539013978711321,0.013539013978711321
TAS,192.0,Bass,37226.0,HART,Ross,9.0,N,N,ALP,Australian Labor Party,OrdinaryVotes,15836,54583,58408,0.2711272428434461,0.2901269626074052,0.2901269626074052
TAS,192.0,Bass,37287.0,ROSOL,Cecily,3.0,N,N,GRN,The Greens,OrdinaryVotes,6238,54583,58408,0.10680043829612382,0.11428466738728175,0.11428466738728175
TAS,192.0,Bass,36070.0,RAZAY,George,1.0,N,N,IND,Independent,OrdinaryVotes,2743,54583,58408,0.04696274482947541,0.05025374200758478,0.05025374200758478
TAS,192.0,Bass,37348.0,SALT,Bob,2.0,N,N,JLN,Jacqui Lambie Network,OrdinaryVotes,3497,54583,58408,0.05987193535132174,0.06406756682483557,0.06406756682483557
TAS,192.0,Bass,37003.0,HUMBLE,Stephen,6.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,583,54583,58408,0.009981509382276401,0.010680981257900811,0.010680981257900811
TAS,192.0,Bass,37134.0,ARCHER,Bridget Kathleen,4.0,Y,Y,LP,Liberal,OrdinaryVotes,21377,54583,58408,0.3659943843309136,0.3916420863638862,0.3916420863638862
TAS,192.0,Bass,37601.0,DAVY,Melanie,8.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2654,54583,58408,0.045438980961512124,0.048623197698917243,0.048623197698917243
,,Bass,,,,,,,Total,,OrdinaryVotes,58408,54583,58408,1.0,1.0700767638275654,1.0700767638275654
,,Bass,,,,,,,Total Formal,,OrdinaryVotes,54583,54583,58408,0.9345123955622517,1.0,1.0
TAS,192.0,Bass,36111.0,SQUIBB,Kyle,7.0,N,N,UAPP,United Australia Party,OrdinaryVotes,916,54583,58408,0.01568278318038625,0.01678178187347709,0.01678178187347709
TAS,192.0,Bass,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,3825,54583,58408,0.06548760443774826,0.07007676382756536,0.06548760443774826
ACT,318.0,Bean,36231.0,SMITH,David,3.0,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,35883,85334,87907,0.40819274915535736,0.42050062108889774,0.42050062108889774
ACT,318.0,Bean,36243.0,SAVERY,Kathryn Jane,5.0,N,N,GRN,The Greens,OrdinaryVotes,12474,85334,87907,0.14189996246032738,0.14617854548011344,0.14617854548011344
ACT,318.0,Bean,32130.0,CHRISTIE,Jamie,4.0,N,N,IND,Independent,OrdinaryVotes,6953,85334,87907,0.07909495262038291,0.08147983218881102,0.08147983218881102
ACT,318.0,Bean,37198.0,HIATT,Jane,6.0,N,N,LP,Liberal,OrdinaryVotes,25241,85334,87907,0.2871329928219596,0.29579065788548525,0.29579065788548525
ACT,318.0,Bean,37455.0,AMBARD,Benjamin,2.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2304,85334,87907,0.026209516875789186,0.026999789064147937,0.026999789064147937
,,Bean,,,,,,,Total,,OrdinaryVotes,87907,85334,87907,1.0,1.0301521081866547,1.0301521081866547
,,Bean,,,,,,,Total Formal,,OrdinaryVotes,85334,85334,87907,0.9707304310236955,1.0,1.0
ACT,318.0,Bean,36239.0,CONWAY,Sean,1.0,N,N,UAPP,United Australia Party,OrdinaryVotes,2479,85334,87907,0.028200257089879076,0.02905055429254459,0.02905055429254459
ACT,318.0,Bean,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,2573,85334,87907,0.029269568976304505,0.030152108186654793,0.029269568976304505
VIC,200.0,Bendigo,36424.0,CHESTERS,Lisa,2.0,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,35159,81681,84936,0.4139469718376189,0.43044282023971303,0.43044282023971303
VIC,200.0,Bendigo,36499.0,SINCLAIR,Cate,4.0,N,N,GRN,The Greens,OrdinaryVotes,11562,81681,84936,0.1361260243006499,0.14155066661769566,0.14155066661769566
VIC,200.0,Bendigo,37782.0,LAURIE,James,1.0,N,N,IND,Independent,OrdinaryVotes,3483,81681,84936,0.041007346708109634,0.04264149557424615,0.04264149557424615
VIC,200.0,Bendigo,36895.0,BANSEMER,Matt,5.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,2522,81681,84936,0.02969294527644344,0.030876213562517598,0.030876213562517598
VIC,200.0,Bendigo,36706.0,SCHADE,Darin,3.0,N,N,LP,Liberal,OrdinaryVotes,21483,81681,84936,0.2529316191014411,0.2630109817460609,0.2630109817460609
VIC,200.0,Bendigo,37758.0,MIHAIL,Ben,6.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,4468,81681,84936,0.05260431383630027,0.05470060356753713,0.05470060356753713
,,Bendigo,,,,,,,Total,,OrdinaryVotes,84936,81681,84936,1.0,1.0398501487494032,1.0398501487494032
,,Bendigo,,,,,,,Total Formal,,OrdinaryVotes,81681,81681,84936,0.9616770274088725,1.0,1.0
VIC,200.0,Bendigo,35980.0,SUARES,Elijah,7.0,N,N,UAPP,United Australia Party,OrdinaryVotes,3004,81681,84936,0.035367806348309314,0.036777218692229524,0.036777218692229524
VIC,200.0,Bendigo,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,3255,81681,84936,0.038322972591127435,0.039850148749403166,0.038322972591127435
NSW,105.0,Bennelong,36827.0,LAXALE,Jerome,7.0,Y,N,ALP,Labor,OrdinaryVotes,30306,78959,84009,0.3607470628146984,0.3838194506009448,0.3838194506009448
NSW,105.0,Bennelong,37428.0,DHONGDUE,Kyinzom,8.0,N,N,DPDA,Democratic Alliance,OrdinaryVotes,967,78959,84009,0.011510671475675225,0.012246862295621778,0.012246862295621778
NSW,105.0,Bennelong,36300.0,ADAMS,Tony,2.0,N,N,GRN,The Greens,OrdinaryVotes,8880,78959,84009,0.10570296039710031,0.11246343038792285,0.11246343038792285
NSW,105.0,Bennelong,36650.0,CAMERON,Dougal,3.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,1134,78959,84009,0.013498553726386458,0.014361884015755012,0.014361884015755012
NSW,105.0,Bennelong,37019.0,KENNEDY,Simon,4.0,N,N,LP,Liberal,OrdinaryVotes,32419,78959,84009,0.3858991298551346,0.4105801745209539,0.4105801745209539
NSW,105.0,Bennelong,37519.0,WATERSON,Victor,6.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,1267,78959,84009,0.015081717435036722,0.016046302511429984,0.016046302511429984
NSW,105.0,Bennelong,36344.0,AUGUST,John,1.0,N,N,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",OrdinaryVotes,1583,78959,84009,0.0188432191788975,0.020048379538747958,0.020048379538747958
,,Bennelong,,,,,,,Total,,OrdinaryVotes,84009,78959,84009,1.0,1.0639572436327713,1.0639572436327713
,,Bennelong,,,,,,,Total Formal,,OrdinaryVotes,78959,78959,84009,0.9398873930174148,1.0,1.0
NSW,105.0,Bennelong,36280.0,COLLYER,Rhys Ian,5.0,N,N,UAPP,United Australia Party,OrdinaryVotes,2403,78959,84009,0.02860407813448559,0.030433516128623717,0.030433516128623717
NSW,105.0,Bennelong,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,5050,78959,84009,0.0601126069825852,0.06395724363277144,0.0601126069825852
NSW,106.0,Berowra,36830.0,KOSCHINSKI,Benson,6.0,N,N,ALP,Labor,OrdinaryVotes,16944,75355,80419,0.21069647720066154,0.22485568309999338,0.22485568309999338
NSW,106.0,Berowra,37789.0,LOUIE,David James,7.0,N,N,CYA,Australian Federation Party,OrdinaryVotes,439,75355,80419,0.005458908964299482,0.005825758078428771,0.005825758078428771
NSW,106.0,Berowra,36291.0,SALITRA,Tania,2.0,N,N,GRN,The Greens,OrdinaryVotes,12135,75355,80419,0.15089717604048794,0.1610377546280937,0.1610377546280937
NSW,106.0,Berowra,27974.0,WOODWARD,Roger,8.0,N,N,IND,Independent,OrdinaryVotes,674,75355,80419,0.00838110396796777,0.008944330170526177,0.008944330170526177
NSW,106.0,Berowra,37815.0,CASWELL,Benjamin,10.0,N,N,IND,Independent,OrdinaryVotes,1475,75355,80419,0.018341436725152017,0.019574016322739037,0.019574016322739037
NSW,106.0,Berowra,36851.0,SAMIOS,Nicholas,1.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,1766,75355,80419,0.02195998458075828,0.02343573750912348,0.02343573750912348
NSW,106.0,Berowra,37028.0,LEESER,Julian,4.0,Y,Y,LP,Liberal,OrdinaryVotes,36605,75355,80419,0.4551785025926709,0.48576736779244906,0.48576736779244906
NSW,106.0,Berowra,37792.0,BOSMA,Rhiannon,3.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2360,75355,80419,0.029346298760243226,0.031318426116382456,0.031318426116382456
NSW,106.0,Berowra,36295.0,CLARKE,Brendan Michael,5.0,N,N,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",OrdinaryVotes,1082,75355,80419,0.013454531889230157,0.014358702143188906,0.014358702143188906
,,Berowra,,,,,,,Total,,OrdinaryVotes,80419,75355,80419,1.0,1.0672019109548139,1.0672019109548139
,,Berowra,,,,,,,Total Formal,,OrdinaryVotes,75355,75355,80419,0.9370298063890374,1.0,1.0
NSW,106.0,Berowra,36339.0,MARTINIC,Christopher,9.0,N,N,UAPP,United Australia Party,OrdinaryVotes,1875,75355,80419,0.02331538566756612,0.024882224139075045,0.024882224139075045
NSW,106.0,Berowra,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,5064,75355,80419,0.06297019361096258,0.06720191095481388,0.06297019361096258
QLD,304.0,Blair,37192.0,LOWERY,Angela,7.0,N,N,AJP,Animal Justice Party,OrdinaryVotes,1738,77004,81804,0.021245904845728816,0.022570256090592697,0.022570256090592697
QLD,304.0,Blair,37216.0,NEUMANN,Shayne,5.0,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,27323,77004,81804,0.3340056720942741,0.3548257233390473,0.3548257233390473
QLD,304.0,Blair,37377.0,PITMAN,Maria,6.0,N,N,AUVA,Australian Values Party,OrdinaryVotes,1518,77004,81804,0.018556549801965673,0.01971326164874552,0.01971326164874552
QLD,304.0,Blair,37332.0,MUTTON,Danielle,1.0,N,N,GRN,Queensland Greens,OrdinaryVotes,9765,77004,81804,0.11937069091975942,0.12681159420289856,0.12681159420289856
QLD,304.0,Blair,37309.0,JAQUES,Michelle,2.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,2234,77004,81804,0.0273091780353039,0.029011479923120878,0.029011479923120878
QLD,304.0,Blair,37469.0,BIGGINS,Sam,8.0,N,N,LNP,Liberal National Party of Queensland,OrdinaryVotes,21886,77004,81804,0.2675419294900005,0.28421900161030594,0.28421900161030594
QLD,304.0,Blair,38212.0,SUDUK,Liz,4.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,7681,77004,81804,0.09389516405065768,0.09974806503558256,0.09974806503558256
,,Blair,,,,,,,Total,,OrdinaryVotes,81804,77004,81804,1.0,1.0623344241857566,1.0623344241857566
,,Blair,,,,,,,Total Formal,,OrdinaryVotes,77004,77004,81804,0.9413231626815315,1.0,1.0
QLD,304.0,Blair,35963.0,CUNNINGHAM,Quinton Stewart,3.0,N,N,UAPP,United Australia Party,OrdinaryVotes,4859,77004,81804,0.059398073443841376,0.06310061814970651,0.06310061814970651
QLD,304.0,Blair,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,4800,77004,81804,0.05867683731846853,0.06233442418575658,0.05867683731846853
NSW,107.0,Blaxland,36823.0,CLARE,Jason,4.0,Y,Y,ALP,Labor,OrdinaryVotes,37249,66593,75303,0.49465492742653017,0.5593530851591008,0.5593530851591008
NSW,107.0,Blaxland,36349.0,EISLER,Linda,3.0,N,N,GRN,The Greens,OrdinaryVotes,3996,66593,75303,0.05306561491574041,0.060006306969200965,0.060006306969200965
NSW,107.0,Blaxland,37038.0,GUNEY,Oz,2.0,N,N,LP,Liberal,OrdinaryVotes,17746,66593,75303,0.23566126183551783,0.2664844653341943,0.2664844653341943
NSW,107.0,Blaxland,37547.0,STEPANOFF,Adam,1.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,3419,66593,75303,0.04540323758681593,0.051341732614539067,0.051341732614539067
,,Blaxland,,,,,,,Total,,OrdinaryVotes,75303,66593,75303,1.0,1.1307945279533884,1.1307945279533884
,,Blaxland,,,,,,,Total Formal,,OrdinaryVotes,66593,66593,75303,0.8843339574784537,1.0,1.0
NSW,107.0,Blaxland,36254.0,SINOSIC,Elvis,5.0,N,N,UAPP,United Australia Party,OrdinaryVotes,4183,66593,75303,0.05554891571384938,0.06281440992296487,0.06281440992296487
NSW,107.0,Blaxland,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,8710,66593,75303,0.11566604252154629,0.1307945279533885,0.11566604252154629
QLD,310.0,Bonner,37220.0,YOUNG,Tabatha,4.0,N,N,ALP,Australian Labor Party,OrdinaryVotes,20930,69717,71511,0.29268224468962817,0.30021372118708495,0.30021372118708495
QLD,310.0,Bonner,37334.0,LAKEY,Bernard,5.0,N,N,GRN,Queensland Greens,OrdinaryVotes,12152,69717,71511,0.16993189858902827,0.17430468895678242,0.17430468895678242
QLD,310.0,Bonner,37472.0,VASTA,Ross,1.0,Y,Y,LNP,Liberal National Party of Queensland,OrdinaryVotes,30196,69717,71511,0.4222567157500245,0.43312248088701466,0.43312248088701466
QLD,310.0,Bonner,38215.0,NEIL,Amanda,2.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,4074,69717,71511,0.05697025632420187,0.05843624940832222,0.05843624940832222
,,Bonner,,,,,,,Total,,OrdinaryVotes,71511,69717,71511,1.0,1.0257326046731787,1.0257326046731787
,,Bonner,,,,,,,Total Formal,,OrdinaryVotes,69717,69717,71511,0.9749129504551747,1.0,1.0
QLD,310.0,Bonner,35965.0,DIKLICH,Serge,3.0,N,N,UAPP,United Australia Party,OrdinaryVotes,2365,69717,71511,0.033071835102291954,0.03392285956079579,0.03392285956079579
QLD,310.0,Bonner,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,1794,69717,71511,0.025087049544825272,0.02573260467317871,0.025087049544825272
SA,182.0,Boothby,36600.0,BRAY,Frankie,6.0,N,N,AJP,Animal Justice Party,OrdinaryVotes,940,85837,89943,0.010451063451296932,0.010950988501462073,0.010950988501462073
SA,182.0,Boothby,36979.0,MILLER-FROST,Louise,9.0,Y,N,ALP,Australian Labor Party,OrdinaryVotes,27948,85837,89943,0.3107301290817518,0.325593858126449,0.325593858126449
SA,182.0,Boothby,37718.0,HARRIS,Peter,3.0,N,N,CYA,Australian Federation Party,OrdinaryVotes,408,85837,89943,0.004536206263967179,0.00475319500914524,0.00475319500914524
SA,182.0,Boothby,36472.0,CARTER,Jeremy,1.0,N,N,GRN,The Greens,OrdinaryVotes,13410,85837,89943,0.14909442647009774,0.15622633596234725,0.15622633596234725
SA,182.0,Boothby,37734.0,BUSUTTIL,Paul,5.0,N,N,IND,Independent,OrdinaryVotes,828,85837,89943,0.00920583035922751,0.009646189871500635,0.009646189871500635
SA,182.0,Boothby,37700.0,DYER,Jo,8.0,N,N,IND,Independent,OrdinaryVotes,5925,85837,89943,0.06587505420099396,0.0690261775225136,0.0690261775225136
SA,182.0,Boothby,36915.0,NIKOLIC,Aleksandra,4.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,899,85837,89943,0.009995219194378662,0.010473339002994048,0.010473339002994048
SA,182.0,Boothby,37059.0,SWIFT,Rachel,7.0,N,N,LP,Liberal,OrdinaryVotes,31942,85837,89943,0.355136030597156,0.37212390926989525,0.37212390926989525
SA,182.0,Boothby,36872.0,COUCH,Bob,10.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,1655,85837,89943,0.01840054256584726,0.019280729755233757,0.019280729755233757
,,Boothby,,,,,,,Total,,OrdinaryVotes,89943,85837,89943,1.0,1.0478348497734078,1.0478348497734078
,,Boothby,,,,,,,Total Formal,,OrdinaryVotes,85837,85837,89943,0.9543488653925264,1.0,1.0
SA,182.0,Boothby,36100.0,CLARK,Graeme,2.0,N,N,UAPP,United Australia Party,OrdinaryVotes,1882,85837,89943,0.02092436320780939,0.021925276978459172,0.021925276978459172
SA,182.0,Boothby,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,4106,85837,89943,0.04565113460747362,0.04783484977340774,0.04565113460747362
QLD,155.0,Bowman,37229.0,DUFF,Donisha,6.0,N,N,ALP,Australian Labor Party,OrdinaryVotes,23196,78353,80767,0.2871965035224782,0.2960448227891721,0.2960448227891721
QLD,155.0,Bowman,37336.0,MAZLIN,Ian,3.0,N,N,GRN,Queensland Greens,OrdinaryVotes,10283,78353,80767,0.127316849703468,0.1312393909614182,0.1312393909614182
